"","module","bin_name","module_name","module_class","module_category","module_subcategory","module_definition","stepwise_module_completeness","stepwise_module_is_complete","pathwise_module_completeness","pathwise_module_is_complete","proportion_unique_enzymes_present","enzymes_unique_to_module","unique_enzymes_hit_counts","enzyme_hits_in_module","gene_caller_ids_in_module","warnings","pathwise_copy_number","stepwise_copy_number","per_step_copy_numbers","group"
"60","M00026","ND35_MAG_00003","Histidine biosynthesis, PRPP => histidine","Pathway modules","Amino acid metabolism","Histidine metabolism","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",1,"True",1,"True",1,"K00013,K00765,K00817,K01089,K01814,K02500,K02501,K11755","1,1,1,1,1,1,1,1","K00013,K00765,K00817,K01089,K01814,K02500,K02501,K11755","509680,509679,509681,509682,509684,509685,509683,509686","None",1,1,"1,1,1,1,1,1","susceptible"
"61","M00045","ND35_MAG_00003","Histidine degradation, histidine => N-formiminoglutamate => glutamate","Pathway modules","Amino acid metabolism","Histidine metabolism","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",1,"True",1,"True",1,"K01468,K01479,K01712,K01745","1,2,1,1","K01468,K01479,K01479,K01712,K01745","509547,510368,509596,509303,509922","None",1,1,"1,1,1,2","susceptible"
"62","M00024","ND35_MAG_00003","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",0,"False",0.333333333333333,"False",NA,"No enzymes unique to module",NA,"K04516","509268","K04516 is present in multiple modules: M00024/M00025",0,0,"0,0","susceptible"
"63","M00025","ND35_MAG_00003","Tyrosine biosynthesis, chorismate => HPP => tyrosine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0,"False",0.333333333333333,"False",NA,"No enzymes unique to module",NA,"K04516","509268","K04516 is present in multiple modules: M00024/M00025",0,0,"0,0","susceptible"
"64","M00912","ND35_MAG_00003","NAD biosynthesis, tryptophan => quinolinate => NAD","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K00453,K00463) (K01432,K14263,K07130) K00486 K01556 K00452 K00767 (K00969,K06210) (K01916,K01950)",0.75,"True",0.75,"True",NA,"No enzymes unique to module",NA,"K00452,K00453,K00486,K00767,K00969,K01556","509600,509515,510374,508885,509190,510064","K00453 is present in multiple modules: M00038/M00912,K00767 is present in multiple modules: M00115/M00912,K00452 is present in multiple modules: M00038/M00912,K00486 is present in multiple modules: M00038/M00912,K01556 is present in multiple modules: M00038/M00912,K00969 is present in multiple modules: M00115/M00912",1,0,"1,0,1,1,1,1,1,0","susceptible"
"65","M00913","ND35_MAG_00003","Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K00606 K00077 K13367 K00128 K01918",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00606,K01918","510090,509223","K01918 is present in multiple modules: M00119/M00913,K00606 is present in multiple modules: M00119/M00913/M00914",0,0,"1,0,0,0,1","susceptible"
"66","M00572","ND35_MAG_00003","Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","K02169 (K00647,K09458) K00059 K02372 K00208 (K02170,K09789,K19560,K19561)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00059,K00059,K00208,K02372,K09458","509071,509881,508881,510058,509274","K00208 is present in multiple modules: M00083/M00572,K00059 is present in multiple modules: M00083/M00874/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572",0,0,"0,1,2,1,1,0","susceptible"
"67","M00932","ND35_MAG_00003","Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol","Pathway modules","Metabolism of cofactors and vitamins","Cofactor and vitamin metabolism","(K02552 K02551 K08680 K02549,K14759) (K01911,K14760) K01661 (K19222,K12073) K23094 K17872 K23095",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0,0,0","susceptible"
"68","M00793","ND35_MAG_00003","dTDP-L-rhamnose biosynthesis","Pathway modules","Biosynthesis of terpenoids and polyketides","Polyketide sugar unit biosynthesis","K00973 K01710 (K01790 K00067,K23987)",1,"True",1,"True",1,"K00067,K00973,K01710,K01790","1,2,1,2","K00067,K00973,K00973,K01710,K01790,K01790","510570,509819,510270,509820,510466,509346","None",1,1,"2,1,1","susceptible"
"69","M00548","ND35_MAG_00003","Benzene degradation, benzene => catechol","Pathway modules","Xenobiotics biodegradation","Aromatics degradation","K16249+K16243+K16244+K16242+K16245+K16246",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"70","M00615","ND35_MAG_00003","Nitrate assimilation","Signature modules","Module set","Metabolic capacity","(K02575,K15576+K15577+K15578-K15579) M00531",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"71","M00001","ND35_MAG_00005","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) K01689 (K00873,K12406)",0.777777777777778,"True",0.8,"True",NA,"No enzymes unique to module",NA,"K00134,K00873,K00927,K01689,K01803,K11645,K15633,K15916","512382,512284,511686,510725,512105,510817,511260,512826","K15633 is present in multiple modules: M00001/M00002/M00003,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K01689 is present in multiple modules: M00001/M00002/M00003/M00346,K15916 is present in multiple modules: M00001/M00004/M00909,K11645 is present in multiple modules: M00001/M00003,K01803 is present in multiple modules: M00001/M00002/M00003,K00873 is present in multiple modules: M00001/M00002,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",1,0,"0,1,0,1,1,1,1,1,1","susceptible"
"72","M00307","ND35_MAG_00005","Pyruvate oxidation, pyruvate => acetyl-CoA","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","((K00163,K00161+K00162)+K00627+K00382-K13997),K00169+K00170+K00171+(K00172,K00189),K03737",1,"True",1,"True",1,"K00161,K00162,K00627","1,1,1","K00161,K00162,K00382,K00382,K00627","510926,511831,510776,511411,510768","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00036/M00032",1,1,"1","susceptible"
"73","M00010","ND35_MAG_00005","Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate","Pathway modules","Carbohydrate metabolism","Central carbohydrate metabolism","(K01647,K05942) (K01681,K01682) (K00031,K00030)",0.666666666666667,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K00031,K01647","511324,512719","K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740",0,0,"1,0,1","susceptible"
"74","M00909","ND35_MAG_00005","UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K00845,K25026) (K01810,K13810,K15916) K00820 K03431 K04042",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00820,K15916","512319,512826","K00820 is present in multiple modules: M00892/M00909,K15916 is present in multiple modules: M00001/M00004/M00909",0,0,"0,1,1,0,0","susceptible"
"75","M00012","ND35_MAG_00005","Glyoxylate cycle","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","K01647 (K01681,K01682) K01637 (K01638,K19282) (K00026,K00025,K00024)",0.4,"False",0.4,"False",NA,"No enzymes unique to module",NA,"K00024,K01647","511053,512719","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614,K01647 is present in multiple modules: M00009/M00010/M00012/M00740",0,0,"1,0,0,0,1","susceptible"
"76","M00741","ND35_MAG_00005","Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA","Pathway modules","Carbohydrate metabolism","Other carbohydrate metabolism","(K01965+K01966,K11263+(K18472,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)",0.333333333333333,"False",0.666666666666667,"False",NA,"No enzymes unique to module",NA,"K01849,K01966,K05606","510597,511998,511205","K01966 is present in multiple modules: M00373/M00741/M00613,K01849 is present in multiple modules: M00741/M00376/M00375/M00613,K05606 is present in multiple modules: M00373/M00741/M00376/M00375/M00613",0,1,"1,1,1","susceptible"
"77","M00165","ND35_MAG_00005","Reductive pentose phosphate cycle (Calvin cycle)","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134) (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01623,K01624) (K01100,K11532,K01086) K00615 (K01807,K01808)",0.545454545454545,"False",0.545454545454545,"False",NA,"No enzymes unique to module",NA,"K00134,K00615,K00615,K00927,K01808,K03841","512382,511227,511229,511686,512017,510959","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K01808 is present in multiple modules: M00004/M00007/M00165/M00167/M00611/M00612,K03841 is present in multiple modules: M00003/M00165/M00167/M00344/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1,0,1,2,0,0,2,1","susceptible"
"78","M00166","ND35_MAG_00005","Reductive pentose phosphate cycle, ribulose-5P => glyceraldehyde-3P","Pathway modules","Energy metabolism","Carbon fixation","K00855 (K01601-K01602) K00927 (K05298,K00150,K00134)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00134,K00927","512382,511686","K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612,K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00166/M00611/M00612",0,0,"0,0,1,1","susceptible"
"79","M00168","ND35_MAG_00005","CAM (Crassulacean acid metabolism), dark","Pathway modules","Energy metabolism","Carbon fixation","K01595 (K00025,K00026,K00024)",0.5,"False",0.5,"False",NA,"No enzymes unique to module",NA,"K00024","511053","K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00168/M00173/M00374/M00620/M00346/M00614",0,0,"0,1","susceptible"
"80","M00579","ND35_MAG_00005","Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate","Pathway modules","Energy metabolism","Carbon fixation","(K00625,K13788,K15024) K00925",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"81","M00378","ND35_MAG_00005","F420 biosynthesis, archaea","Pathway modules","Energy metabolism","Methane metabolism","K11780+K11781 K14941 K11212 K12234",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0","susceptible"
"82","M00531","ND35_MAG_00005","Assimilatory nitrate reduction, nitrate => ammonia","Pathway modules","Energy metabolism","Nitrogen metabolism","(K00367,K10534,K00372-K00360) (K00366,K17877)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"83","M00595","ND35_MAG_00005","Thiosulfate oxidation by SOX complex, thiosulfate => sulfate","Pathway modules","Energy metabolism","Sulfur metabolism","K17222+K17223+K17224-K17225-K22622+K17226+K17227",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"84","M00151","ND35_MAG_00005","Cytochrome bc1 complex respiratory unit","Pathway modules","Energy metabolism","ATP synthesis","((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0","susceptible"
"85","M00086","ND35_MAG_00005","beta-Oxidation, acyl-CoA synthesis","Pathway modules","Lipid metabolism","Fatty acid metabolism","K01897,K15013",1,"True",1,"True",1,"K01897","1","K01897","512166","None",1,1,"1","susceptible"
"86","M00546","ND35_MAG_00005","Purine degradation, xanthine => urea","Pathway modules","Nucleotide metabolism","Purine metabolism","(K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483) (K00365,K16838,K16839,K22879) (K13484,K07127 (K13485,K16838,K16840)) (K01466,K16842) K01477",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0","susceptible"
"87","M00020","ND35_MAG_00005","Serine biosynthesis, glycerate-3P => serine","Pathway modules","Amino acid metabolism","Serine and threonine metabolism","K00058 K00831 (K01079,K02203,K22305,K25528)",1,"True",1,"True",1,"K00058,K22305","2,1","K00058,K00058,K00831,K22305","511638,512617,511636,512454","K00831 is present in multiple modules: M00020/M00124",1,1,"2,1,1","susceptible"
"88","M00338","ND35_MAG_00005","Cysteine biosynthesis, homocysteine + serine => cysteine","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","(K01697,K10150) K01758",1,"True",1,"True",1,"K01758","1","K01697,K01758","512173,511502","K01697 is present in multiple modules: M00338/M00035",1,1,"1,1","susceptible"
"89","M00035","ND35_MAG_00005","Methionine degradation","Pathway modules","Amino acid metabolism","Cysteine and methionine metabolism","K00789 (K00558,K17398,K17399) K01251 (K01697,K10150)",0.75,"True",0.75,"True",1,"K01251","1","K00789,K01251,K01697","511704,511943,512173","K00789 is present in multiple modules: M00609/M00034/M00035/M00368,K01697 is present in multiple modules: M00338/M00035",1,0,"1,0,1,1","susceptible"
"90","M00019","ND35_MAG_00005","Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01652+(K01653,K11258) K00053 K01687 K00826",0.25,"False",0.25,"False",NA,"No enzymes unique to module",NA,"K00826","511981","K00826 is present in multiple modules: M00019/M00570/M00036/M00119",0,0,"0,0,0,1","susceptible"
"91","M00570","ND35_MAG_00005","Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","(K17989,K01754) K01652+(K01653,K11258) K00053 K01687 K00826",0.2,"False",0.2,"False",NA,"No enzymes unique to module",NA,"K00826","511981","K00826 is present in multiple modules: M00019/M00570/M00036/M00119",0,0,"0,0,0,0,1","susceptible"
"92","M00432","ND35_MAG_00005","Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate","Pathway modules","Amino acid metabolism","Branched-chain amino acid metabolism","K01649 (K01702,K01703+K01704) K00052",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"93","M00844","ND35_MAG_00005","Arginine biosynthesis, ornithine => arginine","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","K00611 K01940 (K01755,K14681)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0","susceptible"
"94","M00015","ND35_MAG_00005","Proline biosynthesis, glutamate => proline","Pathway modules","Amino acid metabolism","Arginine and proline metabolism","((K00931 K00147),K12657) K00286",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"95","M00026","ND35_MAG_00005","Histidine biosynthesis, PRPP => histidine","Pathway modules","Amino acid metabolism","Histidine metabolism","(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0,0,0,0,0","susceptible"
"96","M00045","ND35_MAG_00005","Histidine degradation, histidine => N-formiminoglutamate => glutamate","Pathway modules","Amino acid metabolism","Histidine metabolism","K01745 K01712 K01468 (K01479,K00603,K13990,(K05603 K01458))",0.75,"True",0.75,"True",1,"K01468,K01479,K01745,K13990","1,1,1,1","K01468,K01479,K01745,K13990","512837,510942,511098,512343","None",1,0,"1,0,1,2","susceptible"
"97","M00024","ND35_MAG_00005","Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
"98","M00025","ND35_MAG_00005","Tyrosine biosynthesis, chorismate => HPP => tyrosine","Pathway modules","Amino acid metabolism","Aromatic amino acid metabolism","(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)",0,"False",0,"False",NA,"No enzymes unique to module",NA,"","","None",NA,0,"0,0","susceptible"
